Type,EDI_Std_Nomenclature,AISC_Manual_Label,Design Wall Thickness,Nominal Weight,"Area, A","Depth, d",,Web/Stem,,,,Flange,,,,Distance,,,,,,Shear Critical,Compact Section Criteria,,,b/t,h/t,D/t,Axis X - X,,,,,,Axis Y - Y,,,,,,Axis Z - Z,,,,rts,ho,J/Sxho,Workable Flat,,Torsional Properties,,,,, Surface Area 
,,,,,,,,,,,,,,,,k,,k1,T,Workable Gage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,t,W,,,,"Thickness, tw",,tw/2,Area,"Width, bf",,"Thickness, tf",,kdes,kdet,,,WGi,WGo,eo,,,,,,,I,S,r,y?,Z,yp,I,S,r,x?,Z,xp,I,S,r,tan ?,,,,Depth,Width,J,C,Cw,r?o,H,
,,,in.,lb/ft,in.2,in.,,in.,,in.,in.2,in.,,in.,,in.,,in.,in.,in.,in.,in.,bf/2tf,h/tw,d/tw,,,,in.4,in.3,in.,in.,in.3,in.,in.4,in.3,in.,in.,in.3,in.,in.4,in.3,in.,,in.,in.,,in.,in.,in.4,in.3,in.6,in.,, ft2/ft 
2L,2L4X3X1/2X3/4SLBB,2L4X3X1/2X3/4SLBB,0.500,22.2,6.50,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,4.79,2.20,0.858,–,3.99,0.406,28.7,6.56,2.10,–,11.0,–,–,–,,–,–,–,–,–,–,–,–,–,2.34,0.940,
2L,2L4X3X3/8LLBB,2L4X3X3/8LLBB,0.375,17.0,4.98,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,7.88,2.88,1.26,–,5.20,0.680,6.82,2.27,1.17,–,3.86,–,–,–,,–,–,–,–,–,–,–,–,–,2.03,0.715,
2L,2L4X3X3/8X3/8LLBB,2L4X3X3/8X3/8LLBB,0.375,17.0,4.98,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,7.88,2.88,1.26,–,5.20,0.680,8.42,2.64,1.30,–,4.79,–,–,–,,–,–,–,–,–,–,–,–,–,2.11,0.736,
2L,2L4X3X3/8X3/4LLBB,2L4X3X3/8X3/4LLBB,0.375,17.0,4.98,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,7.88,2.88,1.26,–,5.20,0.680,10.3,3.05,1.44,–,5.73,–,–,–,,–,–,–,–,–,–,–,–,–,2.20,0.757,
2L,2L4X3X3/8SLBB,2L4X3X3/8SLBB,0.375,17.0,4.98,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,3.79,1.70,0.873,–,3.04,0.311,16.0,4.00,1.79,–,6.32,–,–,–,,–,–,–,–,–,–,–,–,–,2.08,0.920,
2L,2L4X3X3/8X3/8SLBB,2L4X3X3/8X3/8SLBB,0.375,17.0,4.98,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,3.79,1.70,0.873,–,3.04,0.311,18.6,4.44,1.93,–,7.26,–,–,–,,–,–,–,–,–,–,–,–,–,2.20,0.928,
2L,2L4X3X3/8X3/4SLBB,2L4X3X3/8X3/4SLBB,0.375,17.0,4.98,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,3.79,1.70,0.873,–,3.04,0.311,21.3,4.87,2.07,–,8.19,–,–,–,,–,–,–,–,–,–,–,–,–,2.32,0.936,
2L,2L4X3X5/16LLBB,2L4X3X5/16LLBB,0.313,14.4,4.18,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,6.72,2.44,1.27,–,4.38,0.656,5.62,1.87,1.16,–,3.14,–,–,–,,–,–,–,–,–,–,–,–,–,2.03,0.712,
2L,2L4X3X5/16X3/8LLBB,2L4X3X5/16X3/8LLBB,0.313,14.4,4.18,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,6.72,2.44,1.27,–,4.38,0.656,6.96,2.18,1.29,–,3.92,–,–,–,,–,–,–,–,–,–,–,–,–,2.11,0.733,
2L,2L4X3X5/16X3/4LLBB,2L4X3X5/16X3/4LLBB,0.313,14.4,4.18,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,6.72,2.44,1.27,–,4.38,0.656,8.55,2.53,1.43,–,4.70,–,–,–,,–,–,–,–,–,–,–,–,–,2.20,0.754,
2L,2L4X3X5/16SLBB,2L4X3X5/16SLBB,0.313,14.4,4.18,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,3.24,1.44,0.880,–,2.56,0.261,13.2,3.30,1.78,–,5.22,–,–,–,,–,–,–,–,–,–,–,–,–,2.07,0.918,
2L,2L4X3X5/16X3/8SLBB,2L4X3X5/16X3/8SLBB,0.313,14.4,4.18,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,3.24,1.44,0.880,–,2.56,0.261,15.2,3.63,1.91,–,6.01,–,–,–,,–,–,–,–,–,–,–,–,–,2.19,0.926,
2L,2L4X3X5/16X3/4SLBB,2L4X3X5/16X3/4SLBB,0.313,14.4,4.18,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,3.24,1.44,0.880,–,2.56,0.261,17.7,4.05,2.06,–,6.79,–,–,–,,–,–,–,–,–,–,–,–,–,2.32,0.934,
2L,2L4X3X1/4LLBB,2L4X3X1/4LLBB,0.250,11.6,3.38,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,5.50,1.98,1.27,–,3.54,0.620,4.47,1.49,1.15,–,2.45,–,–,–,,–,–,–,–,–,–,–,–,–,2.03,0.710,
2L,2L4X3X1/4X3/8LLBB,2L4X3X1/4X3/8LLBB,0.250,11.6,3.38,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,5.50,1.98,1.27,–,3.54,0.620,5.45,1.71,1.27,–,3.08,–,–,–,,–,–,–,–,–,–,–,–,–,2.11,0.730,
2L,2L4X3X1/4X3/4LLBB,2L4X3X1/4X3/4LLBB,0.250,11.6,3.38,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,5.50,1.98,1.27,–,3.54,0.620,6.72,1.99,1.41,–,3.72,–,–,–,,–,–,–,–,–,–,–,–,–,2.20,0.751,
2L,2L4X3X1/4SLBB,2L4X3X1/4SLBB,0.250,11.6,3.38,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,2.66,1.17,0.887,–,2.06,0.211,10.5,2.62,1.76,–,4.12,–,–,–,,–,–,–,–,–,–,–,–,–,2.06,0.915,
2L,2L4X3X1/4X3/8SLBB,2L4X3X1/4X3/8SLBB,0.250,11.6,3.38,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,2.66,1.17,0.887,–,2.06,0.211,12.2,2.91,1.90,–,4.76,–,–,–,,–,–,–,–,–,–,–,–,–,2.18,0.924,
2L,2L4X3X1/4X3/4SLBB,2L4X3X1/4X3/4SLBB,0.250,11.6,3.38,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,2.66,1.17,0.887,–,2.06,0.211,14.1,3.22,2.04,–,5.39,–,–,–,,–,–,–,–,–,–,–,–,–,2.31,0.932,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3-1/2X3-1/2X1/2,2L3-1/2X3-1/2X1/2,0.500,22.2,6.50,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,7.26,2.96,1.05,–,5.32,0.464,14.4,4.11,1.49,–,6.82,–,–,–,,–,–,–,–,–,–,–,–,–,1.99,0.838,
2L,2L3-1/2X3-1/2X1/2X3/8,2L3-1/2X3-1/2X1/2X3/8,0.500,22.2,6.50,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,7.26,2.96,1.05,–,5.32,0.464,17.3,4.69,1.63,–,8.04,–,–,–,,–,–,–,–,–,–,–,–,–,2.10,0.854,
2L,2L3-1/2X3-1/2X1/2X3/4,2L3-1/2X3-1/2X1/2X3/4,0.500,22.2,6.50,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,7.26,2.96,1.05,–,5.32,0.464,20.4,5.26,1.77,–,9.26,–,–,–,,–,–,–,–,–,–,–,–,–,2.21,0.869,
2L,2L3-1/2X3-1/2X7/16,2L3-1/2X3-1/2X7/16,0.438,19.6,5.78,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.99,–,–,6.50,2.64,1.06,–,4.72,0.413,12.7,3.63,1.48,–,5.95,–,–,–,,–,–,–,–,–,–,–,–,–,1.99,0.835,
2L,2L3-1/2X3-1/2X7/16X3/8,2L3-1/2X3-1/2X7/16X3/8,0.438,19.6,5.78,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.99,–,–,6.50,2.64,1.06,–,4.72,0.413,15.0,4.07,1.61,–,7.04,–,–,–,,–,–,–,–,–,–,–,–,–,2.09,0.851,
2L,2L3-1/2X3-1/2X7/16X3/4,2L3-1/2X3-1/2X7/16X3/4,0.438,19.6,5.78,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.99,–,–,6.50,2.64,1.06,–,4.72,0.413,17.9,4.62,1.76,–,8.12,–,–,–,,–,–,–,–,–,–,–,–,–,2.21,0.866,
2L,2L3-1/2X3-1/2X3/8,2L3-1/2X3-1/2X3/8,0.375,17.0,5.00,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,5.72,2.30,1.07,–,4.12,0.357,10.8,3.09,1.47,–,5.00,–,–,–,,–,–,–,–,–,–,–,–,–,1.99,0.832,
2L,2L3-1/2X3-1/2X3/8X3/8,2L3-1/2X3-1/2X3/8X3/8,0.375,17.0,5.00,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,5.72,2.30,1.07,–,4.12,0.357,12.8,3.47,1.60,–,5.94,–,–,–,,–,–,–,–,–,–,–,–,–,2.09,0.848,
2L,2L3-1/2X3-1/2X3/8X3/4,2L3-1/2X3-1/2X3/8X3/4,0.375,17.0,5.00,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,5.72,2.30,1.07,–,4.12,0.357,15.1,3.90,1.74,–,6.88,–,–,–,,–,–,–,–,–,–,–,–,–,2.20,0.863,
2L,2L3-1/2X3-1/2X5/16,2L3-1/2X3-1/2X5/16,0.313,14.4,4.20,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.2,–,–,4.88,1.94,1.08,–,3.48,0.300,8.95,2.56,1.46,–,4.11,–,–,–,,–,–,–,–,–,–,–,–,–,1.99,0.829,
2L,2L3-1/2X3-1/2X5/16X3/8,2L3-1/2X3-1/2X5/16X3/8,0.313,14.4,4.20,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.2,–,–,4.88,1.94,1.08,–,3.48,0.300,10.6,2.87,1.59,–,4.90,–,–,–,,–,–,–,–,–,–,–,–,–,2.09,0.845,
2L,2L3-1/2X3-1/2X5/16X3/4,2L3-1/2X3-1/2X5/16X3/4,0.313,14.4,4.20,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.2,–,–,4.88,1.94,1.08,–,3.48,0.300,12.6,3.25,1.73,–,5.69,–,–,–,,–,–,–,–,–,–,–,–,–,2.20,0.860,
2L,2L3-1/2X3-1/2X1/4,2L3-1/2X3-1/2X1/4,0.250,11.6,3.40,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.0,–,–,4.00,1.57,1.09,–,2.82,0.243,7.05,2.01,1.44,–,3.24,–,–,–,,–,–,–,–,–,–,–,–,–,1.99,0.826,
2L,2L3-1/2X3-1/2X1/4X3/8,2L3-1/2X3-1/2X1/4X3/8,0.250,11.6,3.40,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.0,–,–,4.00,1.57,1.09,–,2.82,0.243,8.38,2.27,1.57,–,3.88,–,–,–,,–,–,–,–,–,–,–,–,–,2.08,0.842,
2L,2L3-1/2X3-1/2X1/4X3/4,2L3-1/2X3-1/2X1/4X3/4,0.250,11.6,3.40,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.0,–,–,4.00,1.57,1.09,–,2.82,0.243,10.1,2.61,1.72,–,4.52,–,–,–,,–,–,–,–,–,–,–,–,–,2.19,0.857,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3-1/2X3X1/2LLBB,2L3-1/2X3X1/2LLBB,0.500,20.4,6.04,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,6.90,2.90,1.07,–,5.22,0.480,9.14,3.05,1.23,–,5.25,–,–,–,,–,–,–,–,–,–,–,–,–,1.85,0.780,
2L,2L3-1/2X3X1/2X3/8LLBB,2L3-1/2X3X1/2X3/8LLBB,0.500,20.4,6.04,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,6.90,2.90,1.07,–,5.22,0.480,11.3,3.55,1.37,–,6.38,–,–,–,,–,–,–,–,–,–,–,–,–,1.94,0.801,
2L,2L3-1/2X3X1/2X3/4LLBB,2L3-1/2X3X1/2X3/4LLBB,0.500,20.4,6.04,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,6.90,2.90,1.07,–,5.22,0.480,14.0,4.15,1.52,–,7.51,–,–,–,,–,–,–,–,–,–,–,–,–,2.05,0.822,
2L,2L3-1/2X3X1/2SLBB,2L3-1/2X3X1/2SLBB,0.500,20.4,6.04,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,4.65,2.18,0.877,–,3.94,0.431,14.5,4.14,1.55,–,6.76,–,–,–,,–,–,–,–,–,–,–,–,–,1.88,0.892,
2L,2L3-1/2X3X1/2X3/8SLBB,2L3-1/2X3X1/2X3/8SLBB,0.500,20.4,6.04,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,4.65,2.18,0.877,–,3.94,0.431,17.3,4.69,1.69,–,7.90,–,–,–,,–,–,–,–,–,–,–,–,–,2.00,0.904,
2L,2L3-1/2X3X1/2X3/4SLBB,2L3-1/2X3X1/2X3/4SLBB,0.500,20.4,6.04,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,4.65,2.18,0.877,–,3.94,0.431,20.4,5.26,1.84,–,9.03,–,–,–,,–,–,–,–,–,–,–,–,–,2.13,0.915,
2L,2L3-1/2X3X7/16LLBB,2L3-1/2X3X7/16LLBB,0.438,18.2,5.34,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.99,–,–,6.20,2.58,1.08,–,4.64,0.449,7.95,2.65,1.22,–,4.52,–,–,–,,–,–,–,–,–,–,–,–,–,1.85,0.776,
2L,2L3-1/2X3X7/16X3/8LLBB,2L3-1/2X3X7/16X3/8LLBB,0.438,18.2,5.34,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.99,–,–,6.20,2.58,1.08,–,4.64,0.449,9.88,3.10,1.36,–,5.52,–,–,–,,–,–,–,–,–,–,–,–,–,1.94,0.797,
2L,2L3-1/2X3X7/16X3/4LLBB,2L3-1/2X3X7/16X3/4LLBB,0.438,18.2,5.34,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.99,–,–,6.20,2.58,1.08,–,4.64,0.449,12.2,3.61,1.51,–,6.52,–,–,–,,–,–,–,–,–,–,–,–,–,2.05,0.818,
2L,2L3-1/2X3X7/16SLBB,2L3-1/2X3X7/16SLBB,0.438,18.2,5.34,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.99,–,–,4.18,1.94,0.885,–,3.49,0.381,12.7,3.63,1.54,–,5.82,–,–,–,,–,–,–,–,–,–,–,–,–,1.88,0.889,
2L,2L3-1/2X3X7/16X3/8SLBB,2L3-1/2X3X7/16X3/8SLBB,0.438,18.2,5.34,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.99,–,–,4.18,1.94,0.885,–,3.49,0.381,14.9,4.04,1.67,–,6.82,–,–,–,,–,–,–,–,–,–,–,–,–,1.99,0.901,
2L,2L3-1/2X3X7/16X3/4SLBB,2L3-1/2X3X7/16X3/4SLBB,0.438,18.2,5.34,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.99,–,–,4.18,1.94,0.885,–,3.49,0.381,17.7,4.57,1.82,–,7.82,–,–,–,,–,–,–,–,–,–,–,–,–,2.12,0.912,
2L,2L3-1/2X3X3/8LLBB,2L3-1/2X3X3/8LLBB,0.375,15.8,4.64,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,5.46,2.24,1.09,–,4.06,0.407,6.79,2.26,1.21,–,3.82,–,–,–,,–,–,–,–,–,–,–,–,–,1.85,0.773,
2L,2L3-1/2X3X3/8X3/8LLBB,2L3-1/2X3X3/8X3/8LLBB,0.375,15.8,4.64,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,5.46,2.24,1.09,–,4.06,0.407,8.46,2.65,1.35,–,4.69,–,–,–,,–,–,–,–,–,–,–,–,–,1.94,0.794,
2L,2L3-1/2X3X3/8X3/4LLBB,2L3-1/2X3X3/8X3/4LLBB,0.375,15.8,4.64,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,5.46,2.24,1.09,–,4.06,0.407,10.3,3.05,1.49,–,5.56,–,–,–,,–,–,–,–,–,–,–,–,–,2.05,0.814,
2L,2L3-1/2X3X3/8SLBB,2L3-1/2X3X3/8SLBB,0.375,15.8,4.64,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,3.69,1.69,0.892,–,3.04,0.331,10.7,3.06,1.52,–,4.96,–,–,–,,–,–,–,–,–,–,–,–,–,1.88,0.885,
2L,2L3-1/2X3X3/8X3/8SLBB,2L3-1/2X3X3/8X3/8SLBB,0.375,15.8,4.64,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,3.69,1.69,0.892,–,3.04,0.331,12.8,3.47,1.66,–,5.83,–,–,–,,–,–,–,–,–,–,–,–,–,1.99,0.898,
2L,2L3-1/2X3X3/8X3/4SLBB,2L3-1/2X3X3/8X3/4SLBB,0.375,15.8,4.64,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,3.69,1.69,0.892,–,3.04,0.331,15.2,3.92,1.81,–,6.70,–,–,–,,–,–,–,–,–,–,–,–,–,2.11,0.910,
2L,2L3-1/2X3X5/16LLBB,2L3-1/2X3X5/16LLBB,0.313,13.2,3.90,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.2,–,–,4.66,1.90,1.09,–,3.44,0.380,5.62,1.87,1.20,–,3.11,–,–,–,,–,–,–,–,–,–,–,–,–,1.85,0.770,
2L,2L3-1/2X3X5/16X3/8LLBB,2L3-1/2X3X5/16X3/8LLBB,0.313,13.2,3.90,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.2,–,–,4.66,1.90,1.09,–,3.44,0.380,6.90,2.16,1.33,–,3.84,–,–,–,,–,–,–,–,–,–,–,–,–,1.94,0.790,
2L,2L3-1/2X3X5/16X3/4LLBB,2L3-1/2X3X5/16X3/4LLBB,0.313,13.2,3.90,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.2,–,–,4.66,1.90,1.09,–,3.44,0.380,8.54,2.53,1.48,–,4.57,–,–,–,,–,–,–,–,–,–,–,–,–,2.04,0.811,
2L,2L3-1/2X3X5/16SLBB,2L3-1/2X3X5/16SLBB,0.313,13.2,3.90,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.2,–,–,3.16,1.44,0.900,–,2.56,0.279,8.89,2.54,1.51,–,4.10,–,–,–,,–,–,–,–,–,–,–,–,–,1.87,0.883,
2L,2L3-1/2X3X5/16X3/8SLBB,2L3-1/2X3X5/16X3/8SLBB,0.313,13.2,3.90,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.2,–,–,3.16,1.44,0.900,–,2.56,0.279,10.6,2.87,1.65,–,4.83,–,–,–,,–,–,–,–,–,–,–,–,–,1.98,0.895,
2L,2L3-1/2X3X5/16X3/4SLBB,2L3-1/2X3X5/16X3/4SLBB,0.313,13.2,3.90,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.2,–,–,3.16,1.44,0.900,–,2.56,0.279,12.5,3.23,1.79,–,5.56,–,–,–,,–,–,–,–,–,–,–,–,–,2.11,0.907,
2L,2L3-1/2X3X1/4LLBB,2L3-1/2X3X1/4LLBB,0.250,10.8,3.16,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.0,–,–,3.84,1.55,1.10,–,2.78,0.340,4.47,1.49,1.19,–,2.44,–,–,–,,–,–,–,–,–,–,–,–,–,1.85,0.767,
2L,2L3-1/2X3X1/4X3/8LLBB,2L3-1/2X3X1/4X3/8LLBB,0.250,10.8,3.16,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.0,–,–,3.84,1.55,1.10,–,2.78,0.340,5.51,1.73,1.32,–,3.04,–,–,–,,–,–,–,–,–,–,–,–,–,1.94,0.787,
2L,2L3-1/2X3X1/4X3/4LLBB,2L3-1/2X3X1/4X3/4LLBB,0.250,10.8,3.16,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.0,–,–,3.84,1.55,1.10,–,2.78,0.340,6.74,2.00,1.46,–,3.63,–,–,–,,–,–,–,–,–,–,–,–,–,2.04,0.807,
2L,2L3-1/2X3X1/4SLBB,2L3-1/2X3X1/4SLBB,0.250,10.8,3.16,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.0,–,–,2.61,1.17,0.908,–,2.08,0.226,7.11,2.03,1.50,–,3.22,–,–,–,,–,–,–,–,–,–,–,–,–,1.87,0.880,
2L,2L3-1/2X3X1/4X3/8SLBB,2L3-1/2X3X1/4X3/8SLBB,0.250,10.8,3.16,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.0,–,–,2.61,1.17,0.908,–,2.08,0.226,8.40,2.28,1.63,–,3.82,–,–,–,,–,–,–,–,–,–,–,–,–,1.98,0.893,
2L,2L3-1/2X3X1/4X3/4SLBB,2L3-1/2X3X1/4X3/4SLBB,0.250,10.8,3.16,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.0,–,–,2.61,1.17,0.908,–,2.08,0.226,10.0,2.58,1.78,–,4.41,–,–,–,,–,–,–,–,–,–,–,–,–,2.10,0.905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3-1/2X2-1/2X1/2LLBB,2L3-1/2X2-1/2X1/2LLBB,0.500,18.8,5.54,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,6.48,2.82,1.08,–,5.04,0.730,5.45,2.18,0.992,–,3.88,–,–,–,,–,–,–,–,–,–,–,–,–,1.75,0.706,
2L,2L3-1/2X2-1/2X1/2X3/8LLBB,2L3-1/2X2-1/2X1/2X3/8LLBB,0.500,18.8,5.54,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,6.48,2.82,1.08,–,5.04,0.730,7.07,2.63,1.13,–,4.92,–,–,–,,–,–,–,–,–,–,–,–,–,1.83,0.732,
2L,2L3-1/2X2-1/2X1/2X3/4LLBB,2L3-1/2X2-1/2X1/2X3/4LLBB,0.500,18.8,5.54,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,6.48,2.82,1.08,–,5.04,0.730,9.08,3.16,1.28,–,5.96,–,–,–,,–,–,–,–,–,–,–,–,–,1.93,0.759,
2L,2L3-1/2X2-1/2X1/2SLBB,2L3-1/2X2-1/2X1/2SLBB,0.500,18.8,5.54,2.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,2.72,1.51,0.701,–,2.78,0.396,14.5,4.14,1.62,–,6.65,–,–,–,,–,–,–,–,–,–,–,–,–,1.82,0.938,
2L,2L3-1/2X2-1/2X1/2X3/8SLBB,2L3-1/2X2-1/2X1/2X3/8SLBB,0.500,18.8,5.54,2.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,2.72,1.51,0.701,–,2.78,0.396,17.2,4.66,1.76,–,7.69,–,–,–,,–,–,–,–,–,–,–,–,–,1.95,0.946,
2L,2L3-1/2X2-1/2X1/2X3/4SLBB,2L3-1/2X2-1/2X1/2X3/4SLBB,0.500,18.8,5.54,2.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,7.00,–,–,2.72,1.51,0.701,–,2.78,0.396,20.2,5.21,1.91,–,8.73,–,–,–,,–,–,–,–,–,–,–,–,–,2.08,0.953,
2L,2L3-1/2X2-1/2X3/8LLBB,2L3-1/2X2-1/2X3/8LLBB,0.375,14.4,4.24,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,5.12,2.18,1.10,–,3.92,0.673,3.99,1.60,0.970,–,2.78,–,–,–,,–,–,–,–,–,–,–,–,–,1.75,0.698,
2L,2L3-1/2X2-1/2X3/8X3/8LLBB,2L3-1/2X2-1/2X3/8X3/8LLBB,0.375,14.4,4.24,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,5.12,2.18,1.10,–,3.92,0.673,5.22,1.94,1.11,–,3.57,–,–,–,,–,–,–,–,–,–,–,–,–,1.83,0.724,
2L,2L3-1/2X2-1/2X3/8X3/4LLBB,2L3-1/2X2-1/2X3/8X3/4LLBB,0.375,14.4,4.24,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.33,–,–,5.12,2.18,1.10,–,3.92,0.673,6.63,2.31,1.25,–,4.37,–,–,–,,–,–,–,–,–,–,–,–,–,1.93,0.750,
