,,,,,,,,,,5400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.00,,,,,,,,,,,,,,,,,,,,,5400.00,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REF,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,lamda p,lamda r,compaction,Mu,EQ 1,EQ 2,tw,EQ 3,REMARKS,Vu,PHI,GAMMA,CV,Mu Ref,Vu Ref,bf/2tf,RESULT,b/tdes,h/tw,RESULT,bf/2tf,Zx,Sx,closest Mu,WEIGHT,LIGHTEST,Ix,,lamda p,lamda r,compaction,Mu,EQ 1,EQ 2,EQ 3,REMARKS,Vu,PHI,GAMMA,CV,Mu Ref,Vu Ref,weight,RESULT,LIGHTEST,ALLOWABLE,MAX,REMARKS,,lamda p,lamda r,compaction,Ma,EQ 1,EQ 2,EQ 3,REMARKS,Va,PHI,GAMMA,CV,Ma Ref,Va Ref,weight,RESULT,LIGHTEST
29,W40X167,W40X167,F,167,49.3,38.6,10.78527803,28.38231061,COMPACT,1871.10,63.57637577,69.81125347,0.650,86.95,1,542,1,1.5,1,SAFE,SAFE,5.76,1871.1,541.944,52.6,–,5.76,693,600,–,167,–,11600,,10.78527803,28.38231061,COMPACT,1871.10,63.57637577,69.81125347,86.95,1,542,1,1.5,1,SAFE,SAFE,167,–,–,,,,,10.78527803,28.38231061,COMPACT,1244.91,63.57637577,69.81125347,86.95,1,361.30,1,1.5,1,SAFE,SAFE,167,–,–
30,W40X149,W40X149,F,149,43.8,38.2,10.78527803,28.38231061,COMPACT,1614.60,63.57637577,69.81125347,0.630,86.95,1,520,1,1.5,1,SAFE,SAFE,7.11,1614.6,519.8256,54.3,–,7.11,598,513,–,149,–,9800,,10.78527803,28.38231061,COMPACT,1614.60,63.57637577,69.81125347,86.95,1,520,1,1.5,1,SAFE,SAFE,149,–,–,,,,,10.78527803,28.38231061,COMPACT,1074.25,63.57637577,69.81125347,86.95,1,346.55,1,1.5,1,SAFE,SAFE,149,–,–
31,W36X925,W36X925,T,925,272,43.1,10.78527803,28.38231061,COMPACT,11151.00,63.57637577,69.81125347,3.02,86.95,1,2811,1,1.5,1,SAFE,SAFE,2.05,11151,2811.4992,10.8,–,2.05,4130,3390,–,925,–,73000,,10.78527803,28.38231061,COMPACT,11151.00,63.57637577,69.81125347,86.95,1,2811,1,1.5,1,SAFE,SAFE,925,–,–,,,,,10.78527803,28.38231061,COMPACT,7419.16,63.57637577,69.81125347,86.95,1,1874.33,1,1.5,1,SAFE,SAFE,925,–,–
32,W36X853,W36X853,T,853,251,43.1,10.78527803,28.38231061,COMPACT,10584.00,63.57637577,69.81125347,2.52,86.95,1,2346,1,1.5,1,SAFE,SAFE,2.01,10584,2346.0192,12.9,–,2.01,3920,3250,–,853,–,70000,,10.78527803,28.38231061,COMPACT,10584.00,63.57637577,69.81125347,86.95,1,2346,1,1.5,1,SAFE,SAFE,853,–,–,,,,,10.78527803,28.38231061,COMPACT,7041.92,63.57637577,69.81125347,86.95,1,1564.01,1,1.5,1,SAFE,SAFE,853,–,–
33,W36X802,W36X802,T,802,236,42.6,10.78527803,28.38231061,COMPACT,9882.00,63.57637577,69.81125347,2.38,86.95,1,2190,1,1.5,1,SAFE,SAFE,2.10,9882,2189.9808,13.7,–,2.10,3660,3040,–,802,–,64800,,10.78527803,28.38231061,COMPACT,9882.00,63.57637577,69.81125347,86.95,1,2190,1,1.5,1,SAFE,SAFE,802,–,–,,,,,10.78527803,28.38231061,COMPACT,6574.85,63.57637577,69.81125347,86.95,1,1459.99,1,1.5,1,SAFE,SAFE,802,–,–
34,W36X723,W36X723,T,723,213,41.8,10.78527803,28.38231061,COMPACT,8829.00,63.57637577,69.81125347,2.17,86.95,1,1959,1,1.5,1,SAFE,SAFE,2.28,8829,1959.2496,15.0,–,2.28,3270,2740,–,723,–,57300,,10.78527803,28.38231061,COMPACT,8829.00,63.57637577,69.81125347,86.95,1,1959,1,1.5,1,SAFE,SAFE,723,–,–,,,,,10.78527803,28.38231061,COMPACT,5874.25,63.57637577,69.81125347,86.95,1,1306.17,1,1.5,1,SAFE,SAFE,723,–,–
35,W36X652,W36X652,T,652,192,41.1,10.78527803,28.38231061,COMPACT,7857.00,63.57637577,69.81125347,1.97,86.95,1,1749,1,1.5,1,SAFE,SAFE,2.48,7857,1748.8872,16.3,–,2.48,2910,2460,–,652,–,50600,,10.78527803,28.38231061,COMPACT,7857.00,63.57637577,69.81125347,86.95,1,1749,1,1.5,1,SAFE,SAFE,652,–,–,,,,,10.78527803,28.38231061,COMPACT,5227.54,63.57637577,69.81125347,86.95,1,1165.92,1,1.5,1,SAFE,SAFE,652,–,–
36,W36X529,W36X529,T,529,156,39.8,10.78527803,28.38231061,COMPACT,6291.00,63.57637577,69.81125347,1.61,86.95,1,1384,1,1.5,1,SAFE,SAFE,2.96,6291,1384.0848,19.9,–,2.96,2330,1990,–,529,–,39600,,10.78527803,28.38231061,COMPACT,6291.00,63.57637577,69.81125347,86.95,1,1384,1,1.5,1,SAFE,SAFE,529,–,–,,,,,10.78527803,28.38231061,COMPACT,4185.63,63.57637577,69.81125347,86.95,1,922.72,1,1.5,1,SAFE,SAFE,529,–,–
37,W36X487,W36X487,T,487,143,39.3,10.78527803,28.38231061,COMPACT,5751.00,63.57637577,69.81125347,1.50,86.95,1,1273,1,1.5,1,SAFE,SAFE,3.19,5751,1273.32,21.4,–,3.19,2130,1830,–,487,–,36000,,10.78527803,28.38231061,COMPACT,5751.00,63.57637577,69.81125347,86.95,1,1273,1,1.5,1,SAFE,SAFE,487,–,–,,,,,10.78527803,28.38231061,COMPACT,3826.35,63.57637577,69.81125347,86.95,1,848.88,1,1.5,1,SAFE,SAFE,487,–,–
38,W36X441,W36X441,T,441,130,38.9,10.78527803,28.38231061,COMPACT,5157.00,63.57637577,69.81125347,1.36,86.95,1,1143,1,1.5,1,SAFE,SAFE,3.48,5157,1142.7264,23.6,–,3.48,1910,1650,–,441,–,32100,,10.78527803,28.38231061,COMPACT,5157.00,63.57637577,69.81125347,86.95,1,1143,1,1.5,1,SAFE,SAFE,441,–,–,,,,,10.78527803,28.38231061,COMPACT,3431.14,63.57637577,69.81125347,86.95,1,761.82,1,1.5,1,SAFE,SAFE,441,–,–
39,W36X395,W36X395,T,395,116,38.4,10.78527803,28.38231061,COMPACT,4617.00,63.57637577,69.81125347,1.22,86.95,1,1012,1,1.5,1,SAFE,SAFE,3.83,4617,1011.9168,26.3,–,3.83,1710,1490,–,395,–,28500,,10.78527803,28.38231061,COMPACT,4617.00,63.57637577,69.81125347,86.95,1,1012,1,1.5,1,SAFE,SAFE,395,–,–,,,,,10.78527803,28.38231061,COMPACT,3071.86,63.57637577,69.81125347,86.95,1,674.61,1,1.5,1,SAFE,SAFE,395,–,–
40,W36X361,W36X361,T,361,106,38.0,10.78527803,28.38231061,COMPACT,4185.00,63.57637577,69.81125347,1.12,86.95,1,919,1,1.5,1,SAFE,SAFE,4.16,4185,919.296,28.6,–,4.16,1550,1350,–,361,–,25700,,10.78527803,28.38231061,COMPACT,4185.00,63.57637577,69.81125347,86.95,1,919,1,1.5,1,SAFE,SAFE,361,–,–,,,,,10.78527803,28.38231061,COMPACT,2784.43,63.57637577,69.81125347,86.95,1,612.86,1,1.5,1,SAFE,SAFE,361,–,–
41,W36X330,W36X330,F,330,96.9,37.7,10.78527803,28.38231061,COMPACT,3807.00,63.57637577,69.81125347,1.02,86.95,1,831,1,1.5,1,SAFE,SAFE,4.49,3807,830.6064,31.4,–,4.49,1410,1240,–,330,–,23300,,10.78527803,28.38231061,COMPACT,3807.00,63.57637577,69.81125347,86.95,1,831,1,1.5,1,SAFE,SAFE,330,–,–,,,,,10.78527803,28.38231061,COMPACT,2532.93,63.57637577,69.81125347,86.95,1,553.74,1,1.5,1,SAFE,SAFE,330,–,–
42,W36X302,W36X302,F,302,89.0,37.3,10.78527803,28.38231061,COMPACT,3456.00,63.57637577,69.81125347,0.945,86.95,1,761,1,1.5,1,SAFE,SAFE,4.96,3456,761.3676,33.9,–,4.96,1280,1130,–,302,–,21100,,10.78527803,28.38231061,COMPACT,3456.00,63.57637577,69.81125347,86.95,1,761,1,1.5,1,SAFE,SAFE,302,–,–,,,,,10.78527803,28.38231061,COMPACT,2299.40,63.57637577,69.81125347,86.95,1,507.58,1,1.5,1,SAFE,SAFE,302,–,–
